timestamp,x_coordinate,y_coordinate
2025-06-05 16:25:43,402.1111111111111,190.22222222222223
2025-06-05 16:25:44,411.6896551724138,193.3793103448276
2025-06-05 16:25:45,395.8709677419355,189.8709677419355
2025-06-05 16:25:46,399.23333333333335,191.0
2025-06-05 16:25:47,398.82758620689657,191.0344827586207
2025-06-05 16:25:48,406.73333333333335,192.2
2025-06-05 16:25:49,407.7096774193548,193.0
2025-06-05 16:25:50,407.93333333333334,193.6
2025-06-05 16:25:51,406.9,193.23333333333332
2025-06-05 16:25:52,406.86206896551727,193.10344827586206
2025-06-05 16:25:53,407.43333333333334,193.93333333333334
2025-06-05 16:25:54,408.5483870967742,194.0
2025-06-05 16:25:55,409.2068965517241,194.0
2025-06-05 16:25:56,413.43333333333334,194.8
2025-06-05 16:25:57,413.5,194.8
2025-06-05 16:25:58,401.23333333333335,190.8
2025-06-05 16:25:59,397.3333333333333,191.0
2025-06-05 16:26:00,398.5,191.93333333333334
2025-06-05 16:26:01,397.1666666666667,190.6
2025-06-05 16:26:02,401.9,192.16666666666666
2025-06-05 16:26:03,400.9,191.13333333333333
2025-06-05 16:26:04,391.0,189.33333333333334
2025-06-05 16:26:05,391.4,192.26666666666668
2025-06-05 16:26:06,386.0,184.75862068965517
2025-06-05 16:26:07,401.35483870967744,190.6451612903226
2025-06-05 16:26:08,402.46666666666664,191.06666666666666
2025-06-05 16:26:09,393.7,189.23333333333332
2025-06-05 16:26:10,390.44827586206895,190.0344827586207
2025-06-05 16:26:11,393.1290322580645,191.3548387096774
2025-06-05 16:26:12,391.8666666666667,194.63333333333333
2025-06-05 16:26:13,388.1333333333333,196.4
2025-06-05 16:26:14,359.2758620689655,193.51724137931035
2025-06-05 16:26:15,366.64516129032256,194.51612903225808
2025-06-05 16:26:16,389.0,197.53333333333333
2025-06-05 16:26:17,388.55172413793105,197.51724137931035
2025-06-05 16:26:18,389.3333333333333,197.96666666666667
2025-06-05 16:26:19,379.741935483871,195.70967741935485
2025-06-05 16:26:20,382.23333333333335,195.3
2025-06-05 16:26:21,386.3,197.0
2025-06-05 16:26:22,386.3666666666667,195.73333333333332
2025-06-05 16:26:23,392.2,198.0
2025-06-05 16:26:24,397.93333333333334,198.3
