timestamp,time_elapsed_seconds,x_coordinate,y_coordinate
2025-06-07 12:55:35.254,0.026,1116,385
2025-06-07 12:55:35.288,0.06,1117,385
2025-06-07 12:55:35.321,0.093,1117,385
2025-06-07 12:55:35.356,0.128,1117,386
2025-06-07 12:55:35.391,0.163,1117,387
2025-06-07 12:55:35.421,0.193,1117,386
2025-06-07 12:55:35.456,0.228,1117,386
2025-06-07 12:55:35.488,0.26,1117,386
2025-06-07 12:55:35.523,0.295,1117,386
2025-06-07 12:55:35.556,0.328,1117,386
2025-06-07 12:55:35.587,0.359,1117,386
2025-06-07 12:55:35.624,0.396,1117,386
2025-06-07 12:55:35.654,0.426,1116,387
2025-06-07 12:55:35.687,0.459,1116,387
2025-06-07 12:55:35.722,0.494,1116,387
2025-06-07 12:55:35.755,0.526,1115,387
2025-06-07 12:55:35.787,0.559,1114,387
2025-06-07 12:55:35.820,0.592,1114,387
2025-06-07 12:55:35.854,0.626,1114,387
2025-06-07 12:55:35.887,0.659,1114,387
2025-06-07 12:55:35.922,0.694,1113,387
2025-06-07 12:55:35.957,0.728,1113,387
2025-06-07 12:55:35.987,0.759,1112,388
2025-06-07 12:55:36.022,0.794,1111,388
2025-06-07 12:55:36.056,0.827,1111,390
2025-06-07 12:55:36.090,0.862,1112,390
2025-06-07 12:55:36.123,0.895,1112,392
2025-06-07 12:55:36.155,0.927,1111,393
2025-06-07 12:55:36.190,0.961,1111,393
2025-06-07 12:55:36.220,0.992,1110,393
2025-06-07 12:55:36.256,1.028,1107,394
2025-06-07 12:55:36.288,1.06,1105,394
2025-06-07 12:55:36.321,1.093,1103,395
2025-06-07 12:55:36.355,1.126,1101,395
2025-06-07 12:55:36.391,1.163,1100,396
2025-06-07 12:55:36.422,1.194,1099,396
2025-06-07 12:55:36.456,1.227,1097,396
2025-06-07 12:55:36.488,1.26,1095,397
2025-06-07 12:55:36.523,1.295,1094,396
2025-06-07 12:55:36.556,1.328,1091,395
2025-06-07 12:55:36.590,1.362,1090,395
2025-06-07 12:55:36.622,1.394,1088,394
2025-06-07 12:55:36.655,1.427,1087,394
2025-06-07 12:55:36.688,1.46,1086,394
2025-06-07 12:55:36.725,1.497,1085,394
2025-06-07 12:55:36.755,1.527,1085,394
2025-06-07 12:55:36.788,1.559,1085,394
2025-06-07 12:55:36.822,1.594,1085,394
2025-06-07 12:55:36.855,1.627,1086,394
2025-06-07 12:55:36.887,1.659,1086,394
2025-06-07 12:55:36.921,1.693,1087,393
2025-06-07 12:55:36.955,1.727,1088,393
2025-06-07 12:55:36.988,1.76,1089,392
2025-06-07 12:55:37.022,1.794,1090,391
2025-06-07 12:55:37.057,1.829,1091,391
2025-06-07 12:55:37.088,1.859,1092,390
2025-06-07 12:55:37.122,1.894,1092,390
2025-06-07 12:55:37.156,1.928,1092,391
2025-06-07 12:55:37.188,1.96,1093,394
2025-06-07 12:55:37.222,1.993,1093,396
2025-06-07 12:55:37.256,2.028,1094,396
2025-06-07 12:55:37.289,2.06,1095,395
2025-06-07 12:55:37.323,2.095,1097,394
2025-06-07 12:55:37.356,2.128,1096,394
2025-06-07 12:55:37.389,2.161,1097,394
2025-06-07 12:55:37.423,2.195,1097,394
2025-06-07 12:55:37.455,2.227,1097,394
2025-06-07 12:55:37.488,2.259,1097,394
2025-06-07 12:55:37.524,2.296,1097,395
2025-06-07 12:55:37.556,2.328,1097,394
2025-06-07 12:55:37.589,2.361,1098,395
2025-06-07 12:55:37.622,2.394,1097,395
2025-06-07 12:55:37.657,2.429,1098,395
2025-06-07 12:55:37.692,2.464,1097,395
2025-06-07 12:55:37.723,2.494,1097,395
2025-06-07 12:55:37.758,2.53,1097,394
2025-06-07 12:55:37.788,2.559,1096,394
2025-06-07 12:55:37.822,2.594,1096,394
2025-06-07 12:55:37.855,2.627,1095,395
2025-06-07 12:55:37.888,2.66,1094,395
2025-06-07 12:55:37.923,2.695,1094,394
2025-06-07 12:55:37.956,2.728,1093,394
2025-06-07 12:55:37.991,2.762,1093,394
2025-06-07 12:55:38.023,2.795,1092,394
2025-06-07 12:55:38.054,2.826,1091,394
2025-06-07 12:55:38.089,2.861,1091,393
2025-06-07 12:55:38.124,2.896,1089,393
2025-06-07 12:55:38.156,2.928,1089,394
2025-06-07 12:55:38.190,2.962,1087,393
2025-06-07 12:55:38.224,2.996,1087,392
2025-06-07 12:55:38.254,3.026,1085,391
2025-06-07 12:55:38.290,3.062,1084,392
2025-06-07 12:55:38.323,3.095,1083,395
2025-06-07 12:55:38.360,3.132,1082,397
2025-06-07 12:55:38.389,3.161,1082,397
2025-06-07 12:55:38.422,3.194,1083,397
2025-06-07 12:55:38.456,3.228,1082,396
2025-06-07 12:55:38.490,3.262,1082,396
2025-06-07 12:55:38.523,3.295,1082,397
2025-06-07 12:55:38.556,3.328,1082,396
2025-06-07 12:55:38.588,3.36,1082,396
2025-06-07 12:55:38.623,3.395,1082,396
2025-06-07 12:55:38.656,3.428,1082,397
2025-06-07 12:55:38.690,3.462,1082,397
2025-06-07 12:55:38.723,3.495,1082,397
2025-06-07 12:55:38.755,3.527,1082,397
