timestamp,success,pupil_diameter_mm,iris_diameter_mm,pupil_iris_ratio,gaze_direction,overall_confidence,pupil_classification,pupil_detected,iris_detected,pupil_center_x,pupil_center_y,iris_center_x,iris_center_y,gaze_magnitude,concentricity_score,pupil_circularity,time
2025-06-05 16:26:18.000,True,0.0,11.8,0.0,Center,0.2349085973715513,Unknown,True,False,117,115,0,0,0.0,0.0,0.3132114631620684,2025-06-05 16:26:18.000
2025-06-05 16:26:18.500,True,0.0,11.8,0.0,Center,0.3169025238199117,Unknown,True,False,93,122,0,0,0.0,0.0,0.422536698426549,2025-06-05 16:26:18.500
2025-06-05 16:26:19.000,True,0.0,11.8,0.0,Center,0.3137988088668242,Unknown,True,False,89,121,0,0,0.0,0.0,0.4183984118224322,2025-06-05 16:26:19.000
2025-06-05 16:26:19.500,True,0.0,11.8,0.0,Center,0.2686950424417008,Unknown,True,False,23,237,0,0,0.0,0.0,0.3582600565889344,2025-06-05 16:26:19.500
2025-06-05 16:26:20.000,True,0.0,11.8,0.0,Center,0.2675781656714142,Unknown,True,False,21,48,0,0,0.0,0.0,0.3567708875618857,2025-06-05 16:26:20.000
2025-06-05 16:26:20.500,True,0.0,11.8,0.0,Center,0.324435585190123,Unknown,True,False,203,65,0,0,0.0,0.0,0.4325807802534973,2025-06-05 16:26:20.500
2025-06-05 16:26:21.000,True,0.0,11.8,0.0,Center,0.2464979477524357,Unknown,True,False,96,102,0,0,0.0,0.0,0.328663930336581,2025-06-05 16:26:21.000
2025-06-05 16:26:21.500,True,0.0,11.8,0.0,Center,0.2897419983935864,Unknown,True,False,205,61,0,0,0.0,0.0,0.3863226645247818,2025-06-05 16:26:21.500
2025-06-05 16:26:22.000,True,0.0,11.8,0.0,Center,0.2302014044592867,Unknown,True,False,113,53,0,0,0.0,0.0,0.3069352059457156,2025-06-05 16:26:22.000
2025-06-05 16:26:22.500,True,0.0,11.8,0.0,Center,0.2329251945664095,Unknown,True,False,5,200,0,0,0.0,0.0,0.3105669260885461,2025-06-05 16:26:22.500
2025-06-05 16:26:23.000,True,0.0,11.8,0.0,Center,0.2400091597146674,Unknown,True,False,95,99,0,0,0.0,0.0,0.3200122129528899,2025-06-05 16:26:23.000
2025-06-05 16:26:23.500,True,0.0,11.8,0.0,Center,0.257460918155218,Unknown,True,False,26,218,0,0,0.0,0.0,0.3432812242069573,2025-06-05 16:26:23.500
2025-06-05 16:26:24.000,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,6,222,0,0,0.0,0.0,0.6769152574504252,2025-06-05 16:26:24.000
2025-06-05 16:26:24.500,True,0.0,11.8,0.0,Center,0.2303796092292463,Unknown,True,False,28,216,0,0,0.0,0.0,0.3071728123056618,2025-06-05 16:26:24.500
