timestamp,active_energy_burned,basal_energy_burned,heart_rate,physical_effort
2025-06-05 16:27:23,0.103,0.066,61.0,
2025-06-05 16:27:26,0.097,0.066,,5.4
2025-06-05 16:27:29,0.097,0.066,,
2025-06-05 16:27:31,0.09,0.066,,
2025-06-05 16:27:32,,,58.0,
2025-06-05 16:27:34,0.09,0.066,58.0,
2025-06-05 16:27:36,0.09,0.066,,
2025-06-05 16:27:39,0.097,0.066,,
2025-06-05 16:27:41,0.095,0.066,,
2025-06-05 16:27:42,,,59.0,
2025-06-05 16:27:44,0.095,0.066,59.0,
2025-06-05 16:27:46,0.095,0.066,,4.7
2025-06-05 16:27:48,,,59.0,
2025-06-05 16:27:49,0.077,0.066,,
2025-06-05 16:27:52,0.077,0.066,,
2025-06-05 16:27:53,,,59.0,
2025-06-05 16:27:54,0.077,0.066,,
2025-06-05 16:27:57,0.077,0.066,,
2025-06-05 16:27:58,,,63.0,
2025-06-05 16:27:59,0.077,0.066,,
2025-06-05 16:28:02,0.097,0.066,,
2025-06-05 16:28:04,0.097,0.066,63.0,
2025-06-05 16:28:07,0.077,0.066,,
2025-06-05 16:28:09,0.077,0.066,66.0,
2025-06-05 16:28:12,0.077,0.066,,
2025-06-05 16:28:15,0.077,0.066,,
2025-06-05 16:28:17,0.077,0.066,66.0,
2025-06-05 16:28:19,,,66.0,
2025-06-05 16:28:20,0.077,0.066,,
2025-06-05 16:28:22,0.077,0.066,,
2025-06-05 16:28:23,,,65.0,
2025-06-05 16:28:25,0.077,0.066,,
2025-06-05 16:28:27,0.077,0.066,,
2025-06-05 16:28:28,,,66.0,
2025-06-05 16:28:30,0.077,0.066,,
2025-06-05 16:28:33,0.077,0.066,,
2025-06-05 16:28:35,0.077,0.066,,
2025-06-05 16:28:37,,,62.0,
2025-06-05 16:28:38,0.077,0.066,,
2025-06-05 16:28:40,0.097,0.066,,
2025-06-05 16:28:42,,,61.0,
2025-06-05 16:28:43,0.097,0.066,,
2025-06-05 16:28:45,0.077,0.066,,
2025-06-05 16:28:47,,,59.0,
2025-06-05 16:28:48,0.077,0.066,,
2025-06-05 16:28:50,0.077,0.066,,
2025-06-05 16:28:52,,,58.0,
2025-06-05 16:28:53,0.077,0.066,,
2025-06-05 16:28:56,0.077,0.066,,
2025-06-05 16:28:57,,,56.0,
2025-06-05 16:28:58,0.077,0.066,,
2025-06-05 16:29:01,0.086,0.066,57.0,
2025-06-05 16:29:03,0.086,0.066,,
2025-06-05 16:29:06,0.086,0.066,,
2025-06-05 16:29:07,,,57.0,
2025-06-05 16:29:08,0.077,0.066,,
2025-06-05 16:29:11,0.077,0.066,,
2025-06-05 16:29:12,,,56.0,
2025-06-05 16:29:13,,,56.0,
2025-06-05 16:29:14,0.077,0.066,,
2025-06-05 16:29:16,0.082,0.066,,6.5
2025-06-05 16:29:19,0.103,0.066,,
2025-06-05 16:29:20,,,61.0,
2025-06-05 16:29:21,0.103,0.066,,
2025-06-05 16:29:24,0.103,0.066,,4.4
2025-06-05 16:29:26,0.077,0.066,,
2025-06-05 16:29:27,,,64.0,
2025-06-05 16:29:28,,,64.0,
2025-06-05 16:29:29,0.077,0.066,,
2025-06-05 16:29:31,0.077,0.066,,
2025-06-05 16:29:34,0.077,0.066,,
2025-06-05 16:29:35,,,61.0,
2025-06-05 16:29:37,0.077,0.066,,
2025-06-05 16:29:39,0.077,0.066,,
2025-06-05 16:29:41,,,59.0,
2025-06-05 16:29:42,0.077,0.066,,
2025-06-05 16:29:44,0.077,0.066,,
2025-06-05 16:29:45,,,60.0,
2025-06-05 16:29:47,0.077,0.066,,
2025-06-05 16:29:49,0.077,0.066,,
2025-06-05 16:29:51,,,60.0,
2025-06-05 16:29:52,0.077,0.066,,
2025-06-05 16:29:55,0.097,0.066,,
2025-06-05 16:29:56,,,60.0,
2025-06-05 16:29:57,0.097,0.066,,
2025-06-05 16:30:00,0.077,0.066,,
2025-06-05 16:30:01,,,60.0,
2025-06-05 16:30:02,0.077,0.066,,
2025-06-05 16:30:03,,,60.0,
2025-06-05 16:30:05,0.097,0.066,,
2025-06-05 16:30:07,0.097,0.066,,
2025-06-05 16:30:10,0.077,0.066,,
2025-06-05 16:30:11,,,65.0,
2025-06-05 16:30:12,0.077,0.066,,
2025-06-05 16:30:13,,,64.0,
2025-06-05 16:30:15,0.077,0.066,,
2025-06-05 16:30:18,0.077,0.066,,
2025-06-05 16:30:20,0.077,0.066,,
2025-06-05 16:30:21,,,61.0,
2025-06-05 16:30:23,0.077,0.066,,
2025-06-05 16:30:25,0.077,0.066,61.0,
2025-06-05 16:30:28,0.077,0.066,,
2025-06-05 16:30:30,0.077,0.066,,
2025-06-05 16:30:31,,,61.0,
2025-06-05 16:30:33,0.077,0.066,,
2025-06-05 16:30:36,0.077,0.066,,
2025-06-05 16:30:37,,,61.0,
2025-06-05 16:30:38,0.077,0.066,61.0,
2025-06-05 16:30:41,0.077,0.066,,
2025-06-05 16:30:43,0.077,0.066,,
2025-06-05 16:30:46,0.077,0.066,61.0,
2025-06-05 16:30:48,0.077,0.066,,
2025-06-05 16:30:51,0.077,0.066,,
2025-06-05 16:30:52,,,61.0,
2025-06-05 16:30:53,0.077,0.066,61.0,
2025-06-05 16:30:56,0.077,0.066,,
2025-06-05 16:30:59,0.077,0.066,,
2025-06-05 16:31:01,0.077,0.066,,
2025-06-05 16:31:02,,,62.0,
2025-06-05 16:31:03,,,62.0,
2025-06-05 16:31:04,0.077,0.066,,
2025-06-05 16:31:06,0.077,0.066,,
2025-06-05 16:31:08,,,63.0,
2025-06-05 16:31:09,0.077,0.066,,
2025-06-05 16:31:11,0.077,0.066,,
2025-06-05 16:31:14,0.079,0.066,,
2025-06-05 16:31:17,0.127,0.066,78.0,
2025-06-05 16:31:19,0.089,0.066,,
2025-06-05 16:31:22,0.127,0.066,82.0,
2025-06-05 16:31:23,,,82.0,
2025-06-05 16:31:24,0.141,0.066,,
2025-06-05 16:31:27,0.141,0.066,,
2025-06-05 16:31:29,0.077,0.066,,
2025-06-05 16:31:32,0.077,0.066,67.0,
2025-06-05 16:31:34,0.097,0.066,,
2025-06-05 16:31:37,0.097,0.066,65.0,
2025-06-05 16:31:40,0.077,0.066,,
2025-06-05 16:31:42,0.077,0.066,63.0,
2025-06-05 16:31:45,0.077,0.066,,
2025-06-05 16:31:47,0.077,0.066,62.0,
2025-06-05 16:31:49,,,62.0,
2025-06-05 16:31:50,0.077,0.066,,5.3
2025-06-05 16:31:52,0.097,0.066,,
2025-06-05 16:31:54,,,63.0,
2025-06-05 16:31:55,0.097,0.066,,
2025-06-05 16:31:58,0.097,0.066,,4.6
2025-06-05 16:32:00,0.077,0.066,,
2025-06-05 16:32:01,,,61.0,
2025-06-05 16:32:03,0.077,0.066,,
2025-06-05 16:32:05,0.077,0.066,60.0,
2025-06-05 16:32:08,0.077,0.066,,
2025-06-05 16:32:10,0.077,0.066,,
2025-06-05 16:32:12,,,59.0,
2025-06-05 16:32:13,0.077,0.066,,
2025-06-05 16:32:14,,,58.0,
2025-06-05 16:32:15,0.077,0.066,,
2025-06-05 16:32:18,0.077,0.066,,
2025-06-05 16:32:19,,,60.0,
2025-06-05 16:32:21,0.077,0.066,,
2025-06-05 16:32:23,0.077,0.066,,
2025-06-05 16:32:24,,,62.0,
2025-06-05 16:32:26,0.077,0.066,,
2025-06-05 16:32:28,0.077,0.066,,
2025-06-05 16:32:31,0.103,0.066,,
2025-06-05 16:32:32,,,61.0,
2025-06-05 16:32:33,0.103,0.066,,
2025-06-05 16:32:35,,,61.0,
2025-06-05 16:32:36,0.097,0.066,,
2025-06-05 16:32:38,0.077,0.066,,
2025-06-05 16:32:39,,,59.0,
2025-06-05 16:32:41,0.077,0.066,,
2025-06-05 16:32:44,0.077,0.066,,
2025-06-05 16:32:46,0.097,0.066,,
2025-06-05 16:32:47,,,58.0,
2025-06-05 16:32:49,0.097,0.066,,
2025-06-05 16:32:51,0.095,0.066,,6.5
2025-06-05 16:32:52,,,59.0,
2025-06-05 16:32:54,0.095,0.066,,
2025-06-05 16:32:56,0.099,0.066,,
2025-06-05 16:32:57,,,60.0,
2025-06-05 16:32:59,0.099,0.066,,
2025-06-05 16:33:02,0.095,0.066,59.0,4.9
2025-06-05 16:33:04,0.077,0.066,,
2025-06-05 16:33:07,0.077,0.066,59.0,
2025-06-05 16:33:09,0.077,0.066,,
2025-06-05 16:33:11,,,60.0,
2025-06-05 16:33:12,0.077,0.066,,
2025-06-05 16:33:13,,,60.0,
2025-06-05 16:33:14,0.077,0.066,,
2025-06-05 16:33:17,0.097,0.066,,
2025-06-05 16:33:19,0.097,0.066,,
2025-06-05 16:33:22,0.09,0.066,58.0,
2025-06-05 16:33:23,,,58.0,
2025-06-05 16:33:25,0.077,0.066,,
2025-06-05 16:33:27,0.077,0.066,,
2025-06-05 16:33:30,0.077,0.066,60.0,
2025-06-05 16:33:32,0.077,0.066,,
2025-06-05 16:33:35,0.077,0.066,,
2025-06-05 16:33:36,,,58.0,
2025-06-05 16:33:37,0.077,0.066,,
2025-06-05 16:33:39,,,59.0,
2025-06-05 16:33:40,0.097,0.066,,
2025-06-05 16:33:43,0.103,0.066,,
2025-06-05 16:33:45,0.103,0.066,61.0,
2025-06-05 16:33:48,0.097,0.066,,
2025-06-05 16:33:50,0.097,0.066,,6.5
2025-06-05 16:33:52,,,60.0,
2025-06-05 16:33:53,0.099,0.066,,
2025-06-05 16:33:55,0.099,0.066,,4.6
2025-06-05 16:33:57,,,60.0,
2025-06-05 16:33:58,0.077,0.066,,
2025-06-05 16:34:00,0.077,0.066,60.0,
2025-06-05 16:34:03,0.077,0.066,59.0,
2025-06-05 16:34:06,0.077,0.066,,
2025-06-05 16:34:08,0.077,0.066,63.0,
2025-06-05 16:34:11,0.077,0.066,,
2025-06-05 16:34:13,0.097,0.066,62.0,
2025-06-05 16:34:16,0.097,0.066,,5.6
2025-06-05 16:34:18,0.097,0.066,,
2025-06-05 16:34:21,0.097,0.066,61.0,
2025-06-05 16:34:24,0.097,0.066,,
2025-06-05 16:34:26,0.097,0.066,60.0,
2025-06-05 16:34:29,0.097,0.066,,
2025-06-05 16:34:31,0.097,0.066,,
2025-06-05 16:34:32,,,59.0,
2025-06-05 16:34:34,0.095,0.066,,
2025-06-05 16:34:36,0.095,0.066,58.0,
2025-06-05 16:34:39,0.097,0.066,,
2025-06-05 16:34:40,,,59.0,
2025-06-05 16:34:41,0.097,0.066,,
2025-06-05 16:34:44,0.097,0.066,,
2025-06-05 16:34:45,,,60.0,
2025-06-05 16:34:47,0.097,0.066,,
2025-06-05 16:34:48,,,61.0,
2025-06-05 16:34:49,0.095,0.066,,
2025-06-05 16:34:52,0.095,0.066,,
2025-06-05 16:34:53,,,59.0,
2025-06-05 16:34:54,0.097,0.066,,
2025-06-05 16:34:57,0.097,0.066,,
2025-06-05 16:34:59,0.097,0.066,,4.4
2025-06-05 16:35:01,,,61.0,
2025-06-05 16:35:02,0.077,0.066,,
2025-06-05 16:35:03,,,62.0,
2025-06-05 16:35:05,0.077,0.066,,
2025-06-05 16:35:07,0.077,0.066,,
2025-06-05 16:35:10,0.077,0.066,,
2025-06-05 16:35:12,0.097,0.066,58.0,
2025-06-05 16:35:15,0.097,0.066,58.0,6.0
2025-06-05 16:35:17,0.09,0.066,,
2025-06-05 16:35:18,,,58.0,
2025-06-05 16:35:20,0.09,0.066,,
2025-06-05 16:35:22,0.09,0.066,,
2025-06-05 16:35:25,0.077,0.066,,
2025-06-05 16:35:27,,,58.0,
2025-06-05 16:35:28,0.09,0.066,,
2025-06-05 16:35:30,0.095,0.066,,
2025-06-05 16:35:32,,,59.0,
2025-06-05 16:35:33,0.097,0.066,,
2025-06-05 16:35:35,0.097,0.066,61.0,
2025-06-05 16:35:38,0.103,0.066,,
2025-06-05 16:35:40,0.103,0.066,,
2025-06-05 16:35:41,,,61.0,
2025-06-05 16:35:43,0.103,0.066,,
2025-06-05 16:35:45,,,60.0,
2025-06-05 16:35:46,0.099,0.066,,
2025-06-05 16:35:48,0.099,0.066,,
2025-06-05 16:35:51,0.09,0.066,,3.1
2025-06-05 16:35:52,,,58.0,
2025-06-05 16:35:53,0.09,0.066,,
2025-06-05 16:35:56,0.041,0.066,,
2025-06-05 16:35:57,,,57.0,
2025-06-05 16:35:58,0.077,0.066,57.0,
2025-06-05 16:36:01,0.077,0.066,,5.7
2025-06-05 16:36:03,0.09,0.066,,
2025-06-05 16:36:06,0.09,0.066,,
2025-06-05 16:36:07,,,58.0,
2025-06-05 16:36:09,0.095,0.066,,
2025-06-05 16:36:10,,,59.0,
2025-06-05 16:36:11,0.097,0.066,,
2025-06-05 16:36:13,,,59.0,
2025-06-05 16:36:14,0.095,0.066,,
2025-06-05 16:36:16,0.097,0.066,,
2025-06-05 16:36:18,,,62.0,
2025-06-05 16:36:19,0.107,0.066,,
2025-06-05 16:36:21,0.107,0.066,,
2025-06-05 16:36:24,0.097,0.066,,
2025-06-05 16:36:27,0.086,0.066,57.0,
2025-06-05 16:36:29,0.078,0.066,,
2025-06-05 16:36:31,,,55.0,
2025-06-05 16:36:32,0.077,0.066,,
2025-06-05 16:36:34,0.078,0.066,,
2025-06-05 16:36:37,0.086,0.066,57.0,
2025-06-05 16:36:39,0.086,0.066,,
2025-06-05 16:36:42,0.082,0.066,56.0,
2025-06-05 16:36:44,0.082,0.066,56.0,
2025-06-05 16:36:47,0.082,0.066,,
2025-06-05 16:36:50,0.082,0.066,,
2025-06-05 16:36:51,,,56.0,
2025-06-05 16:36:52,0.097,0.066,,4.7
2025-06-05 16:36:55,0.097,0.066,,
2025-06-05 16:36:57,0.097,0.066,56.0,
2025-06-05 16:36:58,,,56.0,
2025-06-05 16:37:00,0.077,0.066,,
2025-06-05 16:37:02,0.077,0.066,,5.6
2025-06-05 16:37:04,,,56.0,
2025-06-05 16:37:05,0.082,0.066,,
2025-06-05 16:37:07,0.082,0.066,,
2025-06-05 16:37:10,0.082,0.066,,
2025-06-05 16:37:11,,,59.0,
2025-06-05 16:37:13,0.077,0.066,60.0,4.6
2025-06-05 16:37:15,0.077,0.066,,
2025-06-05 16:37:18,0.077,0.066,,
2025-06-05 16:37:20,0.077,0.066,,
2025-06-05 16:37:22,,,73.0,
2025-06-05 16:37:23,0.077,0.066,73.0,
2025-06-05 16:37:25,0.077,0.066,,
2025-06-05 16:37:28,0.077,0.066,,
2025-06-05 16:37:31,0.077,0.066,,
2025-06-05 16:37:32,,,67.0,
2025-06-05 16:37:33,0.077,0.066,,
2025-06-05 16:37:36,0.097,0.066,,
2025-06-05 16:37:37,,,65.0,
2025-06-05 16:37:38,0.097,0.066,,
2025-06-05 16:37:40,,,63.0,
2025-06-05 16:37:41,0.077,0.066,,
2025-06-05 16:37:43,0.077,0.066,,
2025-06-05 16:37:46,0.077,0.066,63.0,
2025-06-05 16:37:48,0.077,0.066,64.0,
2025-06-05 16:37:51,0.116,0.066,,6.5
2025-06-05 16:37:54,0.12,0.066,65.0,
2025-06-05 16:37:56,0.12,0.066,,
2025-06-05 16:37:59,0.129,0.066,,
2025-06-05 16:38:01,0.129,0.066,,
2025-06-05 16:38:02,,,67.0,
2025-06-05 16:38:04,0.129,0.066,,
2025-06-05 16:38:05,,,67.0,
2025-06-05 16:38:06,0.129,0.066,,
2025-06-05 16:38:09,0.107,0.066,,
2025-06-05 16:38:12,0.107,0.066,62.0,
2025-06-05 16:38:14,0.107,0.066,,
2025-06-05 16:38:17,0.099,0.066,60.0,
2025-06-05 16:38:19,0.099,0.066,,
2025-06-05 16:38:21,,,59.0,
2025-06-05 16:38:22,0.095,0.066,,
2025-06-05 16:38:23,,,59.0,
2025-06-05 16:38:24,0.095,0.066,,
2025-06-05 16:38:27,0.095,0.066,,
2025-06-05 16:38:29,0.086,0.066,,
2025-06-05 16:38:32,0.086,0.066,57.0,
2025-06-05 16:38:35,0.086,0.066,,
2025-06-05 16:38:37,0.09,0.066,58.0,
2025-06-05 16:38:38,,,59.0,
2025-06-05 16:38:40,0.09,0.066,,3.7
2025-06-05 16:38:42,0.077,0.066,,
2025-06-05 16:38:45,0.077,0.066,,
2025-06-05 16:38:46,,,57.0,
2025-06-05 16:38:47,0.077,0.066,,
2025-06-05 16:38:48,,,57.0,
2025-06-05 16:38:50,0.086,0.066,,5.8
2025-06-05 16:38:53,0.097,0.066,,
2025-06-05 16:38:55,0.12,0.066,,
2025-06-05 16:38:57,,,65.0,
2025-06-05 16:38:58,0.12,0.066,,
2025-06-05 16:39:00,0.112,0.066,,
2025-06-05 16:39:02,,,63.0,
2025-06-05 16:39:03,0.112,0.066,,
2025-06-05 16:39:05,0.097,0.066,,
2025-06-05 16:39:06,,,62.0,
2025-06-05 16:39:08,0.077,0.066,60.0,
2025-06-05 16:39:10,0.077,0.066,,
2025-06-05 16:39:13,0.103,0.066,,4.8
2025-06-05 16:39:16,0.103,0.066,,
2025-06-05 16:39:17,,,71.0,
2025-06-05 16:39:18,0.103,0.066,,
2025-06-05 16:39:21,0.103,0.066,,
2025-06-05 16:39:22,,,71.0,
2025-06-05 16:39:23,0.077,0.066,,
2025-06-05 16:39:25,,,71.0,
2025-06-05 16:39:26,0.077,0.066,,5.9
2025-06-05 16:39:28,0.137,0.066,,
2025-06-05 16:39:31,0.137,0.066,69.0,
2025-06-05 16:39:34,0.116,0.066,,
2025-06-05 16:39:36,0.097,0.066,,
2025-06-05 16:39:37,,,64.0,
2025-06-05 16:39:39,0.097,0.066,,
2025-06-05 16:39:41,0.097,0.066,63.0,
2025-06-05 16:39:44,0.097,0.066,,
2025-06-05 16:39:46,0.12,0.066,65.0,
2025-06-05 16:39:49,0.12,0.066,,
2025-06-05 16:39:51,0.12,0.066,65.0,
2025-06-05 16:39:53,,,64.0,
2025-06-05 16:39:54,0.116,0.066,,
2025-06-05 16:39:57,0.116,0.066,,
2025-06-05 16:39:59,0.103,0.066,,4.8
2025-06-05 16:40:02,0.077,0.066,61.0,
2025-06-05 16:40:04,0.077,0.066,61.0,
2025-06-05 16:40:07,0.077,0.066,,
2025-06-05 16:40:09,0.077,0.066,,
2025-06-05 16:40:11,,,63.0,
2025-06-05 16:40:12,0.097,0.066,,
2025-06-05 16:40:15,0.116,0.066,,
2025-06-05 16:40:16,,,64.0,
2025-06-05 16:40:17,0.116,0.066,,
2025-06-05 16:40:20,0.107,0.066,,6.5
2025-06-05 16:40:22,0.107,0.066,62.0,
2025-06-05 16:40:23,,,62.0,
2025-06-05 16:40:25,0.107,0.066,,
2025-06-05 16:40:27,0.107,0.066,,
2025-06-05 16:40:30,0.107,0.066,62.0,
2025-06-05 16:40:32,0.107,0.066,,
2025-06-05 16:40:35,0.095,0.066,,
2025-06-05 16:40:37,,,59.0,
2025-06-05 16:40:38,0.095,0.066,59.0,
2025-06-05 16:40:40,0.095,0.066,,
2025-06-05 16:40:43,0.095,0.066,,
2025-06-05 16:40:45,0.107,0.066,,
2025-06-05 16:40:47,,,62.0,
2025-06-05 16:40:48,0.107,0.066,,4.0
2025-06-05 16:40:50,0.077,0.066,,
2025-06-05 16:40:52,,,62.0,
2025-06-05 16:40:53,0.077,0.066,62.0,
2025-06-05 16:40:56,0.077,0.066,,6.1
2025-06-05 16:40:58,0.099,0.066,60.0,
2025-06-05 16:41:01,0.099,0.066,,
2025-06-05 16:41:03,0.09,0.066,,
2025-06-05 16:41:06,0.09,0.066,58.0,
2025-06-05 16:41:08,0.09,0.066,,
2025-06-05 16:41:10,,,58.0,
2025-06-05 16:41:11,0.09,0.066,,
2025-06-05 16:41:13,0.09,0.066,,4.0
2025-06-05 16:41:16,0.077,0.066,58.0,
2025-06-05 16:41:19,0.077,0.066,57.0,
2025-06-05 16:41:21,0.077,0.066,,
2025-06-05 16:41:23,,,56.0,
2025-06-05 16:41:24,0.077,0.066,,
2025-06-05 16:41:26,0.077,0.066,,6.2
2025-06-05 16:41:29,0.12,0.066,,
2025-06-05 16:41:31,0.12,0.066,,
2025-06-05 16:41:32,,,65.0,
2025-06-05 16:41:34,0.12,0.066,,
2025-06-05 16:41:36,0.12,0.066,,
2025-06-05 16:41:37,,,65.0,
2025-06-05 16:41:39,0.116,0.066,,
2025-06-05 16:41:40,,,64.0,
2025-06-05 16:41:42,0.116,0.066,,
2025-06-05 16:41:44,0.116,0.066,65.0,
2025-06-05 16:41:47,0.077,0.066,,
2025-06-05 16:41:49,0.077,0.066,,
2025-06-05 16:41:50,,,62.0,
2025-06-05 16:41:52,0.077,0.066,,
2025-06-05 16:41:54,0.099,0.066,,
2025-06-05 16:41:55,,,60.0,
2025-06-05 16:41:57,0.099,0.066,,
2025-06-05 16:42:00,0.095,0.066,,
2025-06-05 16:42:01,,,59.0,
2025-06-05 16:42:02,0.095,0.066,,
2025-06-05 16:42:03,,,58.0,
2025-06-05 16:42:05,0.09,0.066,,
2025-06-05 16:42:07,0.082,0.066,,
2025-06-05 16:42:10,0.082,0.066,56.0,
2025-06-05 16:42:12,0.082,0.066,,
2025-06-05 16:42:15,0.082,0.066,,
2025-06-05 16:42:17,0.082,0.066,56.0,
2025-06-05 16:42:18,,,56.0,
2025-06-05 16:42:20,0.082,0.066,,
2025-06-05 16:42:23,0.082,0.066,,
2025-06-05 16:42:25,0.078,0.066,,
2025-06-05 16:42:27,,,55.0,
2025-06-05 16:42:28,0.078,0.066,55.0,
2025-06-05 16:42:30,0.078,0.066,,
2025-06-05 16:42:33,0.078,0.066,,
2025-06-05 16:42:35,0.078,0.066,,
2025-06-05 16:42:36,,,55.0,
2025-06-05 16:42:38,0.078,0.066,,1.6
2025-06-05 16:42:41,0.041,0.066,55.0,
2025-06-05 16:42:43,0.041,0.066,,
2025-06-05 16:42:44,,,55.0,
2025-06-05 16:42:46,0.041,0.066,,
2025-06-05 16:42:48,0.041,0.066,,6.1
2025-06-05 16:42:51,0.086,0.066,57.0,
2025-06-05 16:42:53,0.086,0.066,,
2025-06-05 16:42:54,,,57.0,
2025-06-05 16:42:56,0.086,0.066,,
2025-06-05 16:42:58,0.082,0.066,,
2025-06-05 16:43:01,0.082,0.066,,
2025-06-05 16:43:02,,,56.0,
2025-06-05 16:43:03,,,56.0,
2025-06-05 16:43:04,0.082,0.066,,
2025-06-05 16:43:06,0.082,0.066,,
2025-06-05 16:43:09,0.078,0.066,,
2025-06-05 16:43:11,0.077,0.066,55.0,
2025-06-05 16:43:13,,,55.0,
2025-06-05 16:43:14,0.077,0.066,,
2025-06-05 16:43:16,0.082,0.066,,
2025-06-05 16:43:18,,,56.0,
2025-06-05 16:43:19,0.082,0.066,,
2025-06-05 16:43:22,0.082,0.066,,
2025-06-05 16:43:24,0.082,0.066,,4.0
2025-06-05 16:43:27,0.077,0.066,58.0,
2025-06-05 16:43:29,0.077,0.066,,
2025-06-05 16:43:32,0.077,0.066,57.0,
2025-06-05 16:43:34,0.077,0.066,,6.5
2025-06-05 16:43:36,,,56.0,
2025-06-05 16:43:37,0.082,0.066,,
2025-06-05 16:43:39,0.082,0.066,56.0,
2025-06-05 16:43:42,0.082,0.066,,
2025-06-05 16:43:45,0.086,0.066,,
2025-06-05 16:43:46,,,57.0,
2025-06-05 16:43:47,0.086,0.066,,
2025-06-05 16:43:50,0.082,0.066,,
2025-06-05 16:43:52,0.082,0.066,56.0,
2025-06-05 16:43:55,0.078,0.066,,
2025-06-05 16:43:57,0.078,0.066,55.0,
2025-06-05 16:43:58,,,55.0,
2025-06-05 16:44:00,0.078,0.066,,
2025-06-05 16:44:03,0.078,0.066,,
2025-06-05 16:44:05,0.078,0.066,,
2025-06-05 16:44:07,,,55.0,
2025-06-05 16:44:08,0.078,0.066,,
2025-06-05 16:44:10,0.078,0.066,,4.0
2025-06-05 16:44:11,,,56.0,
2025-06-05 16:44:13,0.077,0.066,56.0,
2025-06-05 16:44:15,0.077,0.066,,
2025-06-05 16:44:18,0.077,0.066,,5.9
2025-06-05 16:44:20,0.103,0.066,,
2025-06-05 16:44:22,,,61.0,
2025-06-05 16:44:23,0.107,0.066,62.0,
2025-06-05 16:44:26,0.107,0.066,,
2025-06-05 16:44:28,0.095,0.066,,
2025-06-05 16:44:30,,,59.0,
2025-06-05 16:44:31,0.095,0.066,,
2025-06-05 16:44:33,0.095,0.066,,
2025-06-05 16:44:34,,,58.0,
2025-06-05 16:44:36,0.09,0.066,,
2025-06-05 16:44:38,0.086,0.066,56.0,
2025-06-05 16:44:41,0.086,0.066,,
2025-06-05 16:44:43,,,57.0,
2025-06-05 16:44:44,0.086,0.066,,
2025-06-05 16:44:46,0.086,0.066,,
2025-06-05 16:44:49,0.078,0.066,,
2025-06-05 16:44:51,0.077,0.066,55.0,
2025-06-05 16:44:54,0.073,0.066,,
2025-06-05 16:44:56,0.073,0.066,54.0,
2025-06-05 16:44:58,,,54.0,
2025-06-05 16:44:59,0.073,0.066,,
2025-06-05 16:45:01,0.073,0.066,,
2025-06-05 16:45:03,,,54.0,
2025-06-05 16:45:04,0.041,0.066,,3.1
2025-06-05 16:45:07,0.041,0.066,,
2025-06-05 16:45:09,0.041,0.066,55.0,
2025-06-05 16:45:12,0.077,0.066,,
2025-06-05 16:45:14,0.097,0.066,,5.3
2025-06-05 16:45:15,,,56.0,
2025-06-05 16:45:17,0.097,0.066,,
2025-06-05 16:45:19,0.097,0.066,,
2025-06-05 16:45:22,0.097,0.066,64.0,
2025-06-05 16:45:25,0.097,0.066,,
2025-06-05 16:45:27,0.077,0.066,72.0,4.0
2025-06-05 16:45:30,0.077,0.066,,
2025-06-05 16:45:32,0.077,0.066,77.0,6.1
2025-06-05 16:45:35,0.167,0.066,,
2025-06-05 16:45:37,0.167,0.066,76.0,
2025-06-05 16:45:39,,,76.0,
