timestamp,success,pupil_diameter_mm,iris_diameter_mm,pupil_iris_ratio,gaze_direction,overall_confidence,pupil_classification,pupil_detected,iris_detected,pupil_center_x,pupil_center_y,iris_center_x,iris_center_y,gaze_magnitude,concentricity_score,pupil_circularity
2025-06-05 17:13:29.500,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,8,155,0,0,0.0,0.0,0.673411674548877
2025-06-05 17:13:30.000,True,0.0,11.8,0.0,Center,0.2596825070085961,Unknown,True,False,46,31,0,0,0.0,0.0,0.3462433426781282
2025-06-05 17:13:30.500,True,0.0,11.8,0.0,Center,0.2367624500090916,Unknown,True,False,47,32,0,0,0.0,0.0,0.3156832666787889
2025-06-05 17:13:31.000,True,0.0,11.8,0.0,Center,0.2393372111631347,Unknown,True,False,114,85,0,0,0.0,0.0,0.3191162815508463
2025-06-05 17:13:31.500,True,0.0,11.8,0.0,Center,0.3691070472432824,Unknown,True,False,48,32,0,0,0.0,0.0,0.49214272965771
2025-06-05 17:13:32.000,True,0.0,11.8,0.0,Center,0.2925235092878407,Unknown,True,False,48,32,0,0,0.0,0.0,0.3900313457171209
2025-06-05 17:13:32.500,True,0.0,11.8,0.0,Center,0.2348922173243869,Unknown,True,False,117,85,0,0,0.0,0.0,0.3131896230991826
2025-06-05 17:13:33.000,True,0.0,11.8,0.0,Center,0.2780660405255239,Unknown,True,False,47,33,0,0,0.0,0.0,0.3707547207006985
2025-06-05 17:13:33.500,True,0.0,11.8,0.0,Center,0.34109580249959,Unknown,True,False,93,144,0,0,0.0,0.0,0.4547944033327866
2025-06-05 17:13:34.000,True,1.416,11.8,0.12,Down-Left,0.5636182410464817,Miosis,True,True,92,145,136,98,0.8584223254837265,0.0,0.4454273615697226
2025-06-05 17:13:34.500,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,7,62,0,0,0.0,0.0,0.6883676649680844
2025-06-05 17:13:35.000,True,0.0,11.8,0.0,Center,0.4709236676351366,Unknown,True,False,9,63,0,0,0.0,0.0,0.6278982235135155
2025-06-05 17:13:35.500,True,0.0,11.8,0.0,Center,0.2551471186930178,Unknown,True,False,50,35,0,0,0.0,0.0,0.3401961582573571
2025-06-05 17:13:36.000,True,0.0,11.8,0.0,Center,0.357277298325302,Unknown,True,False,49,35,0,0,0.0,0.0,0.4763697311004026
2025-06-05 17:13:36.500,True,0.0,11.8,0.0,Center,0.4176259282008135,Unknown,True,False,110,62,0,0,0.0,0.0,0.556834570934418
2025-06-05 17:13:37.000,True,0.0,11.8,0.0,Center,0.3866510707690531,Unknown,True,False,92,146,0,0,0.0,0.0,0.5155347610254042
2025-06-05 17:13:37.500,True,0.0,11.8,0.0,Center,0.2862163377935243,Unknown,True,False,113,87,0,0,0.0,0.0,0.381621783724699
2025-06-05 17:13:38.000,True,0.0,11.8,0.0,Center,0.4137653839729214,Unknown,True,False,9,63,0,0,0.0,0.0,0.5516871786305618
2025-06-05 17:13:38.500,True,0.0,11.8,0.0,Center,0.2403027032733485,Unknown,True,False,17,88,0,0,0.0,0.0,0.3204036043644647
2025-06-05 17:13:39.000,True,0.0,11.8,0.0,Center,0.3480570493825191,Unknown,True,False,94,146,0,0,0.0,0.0,0.4640760658433588
2025-06-05 17:13:39.500,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,8,62,0,0,0.0,0.0,0.6824707884750447
2025-06-05 17:13:40.000,True,0.0,11.8,0.0,Center,0.3641354447823988,Unknown,True,False,47,39,0,0,0.0,0.0,0.4855139263765317
2025-06-05 17:13:40.500,True,0.0,11.8,0.0,Center,0.3033203580954241,Unknown,True,False,45,36,0,0,0.0,0.0,0.4044271441272322
2025-06-05 17:13:41.000,True,0.0,11.8,0.0,Center,0.3810929768085125,Unknown,True,False,9,63,0,0,0.0,0.0,0.5081239690780167
2025-06-05 17:13:41.500,True,0.0,11.8,0.0,Center,0.4462233670575904,Unknown,True,False,10,64,0,0,0.0,0.0,0.5949644894101206
2025-06-05 17:13:42.000,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,8,66,0,0,0.0,0.0,0.6729663154786424
2025-06-05 17:13:42.500,True,0.0,11.8,0.0,Center,0.3056371067406218,Unknown,True,False,46,40,0,0,0.0,0.0,0.407516142320829
2025-06-05 17:13:43.000,True,0.0,11.8,0.0,Center,0.3058549804374432,Unknown,True,False,47,36,0,0,0.0,0.0,0.4078066405832575
2025-06-05 17:13:43.500,True,0.0,11.8,0.0,Center,0.2344421687671585,Unknown,True,False,114,89,0,0,0.0,0.0,0.3125895583562113
2025-06-05 17:13:44.000,True,6.686666666666667,11.8,0.5666666666666667,Down-Left,0.6312862885071622,Mydriasis,True,True,116,90,122,84,0.282842712474619,0.434314575050762,0.3297721452353622
2025-06-05 17:13:44.500,True,0.0,11.8,0.0,Center,0.2344960013849086,Unknown,True,False,131,36,0,0,0.0,0.0,0.3126613351798781
2025-06-05 17:13:45.000,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,8,65,0,0,0.0,0.0,0.6909874422026631
2025-06-05 17:13:45.500,True,0.0,11.8,0.0,Center,0.2677818783038124,Unknown,True,False,132,36,0,0,0.0,0.0,0.3570425044050831
2025-06-05 17:13:46.000,True,0.0,11.8,0.0,Center,0.2624528857007514,Unknown,True,False,132,36,0,0,0.0,0.0,0.3499371809343352
2025-06-05 17:13:46.500,True,0.0,11.8,0.0,Center,0.3355629605434695,Unknown,True,False,125,17,0,0,0.0,0.0,0.447417280724626
2025-06-05 17:13:47.000,True,0.0,11.8,0.0,Center,0.2776161833078264,Unknown,True,False,203,16,0,0,0.0,0.0,0.3701549110771019
2025-06-05 17:13:47.500,True,0.0,11.8,0.0,Center,0.2378928967013972,Unknown,True,False,71,21,0,0,0.0,0.0,0.3171905289351963
2025-06-05 17:13:48.000,True,0.0,11.8,0.0,Center,0.2791475439086356,Unknown,True,False,48,37,0,0,0.0,0.0,0.3721967252115141
2025-06-05 17:13:48.500,True,0.0,11.8,0.0,Center,0.2330428542002583,Unknown,True,False,20,85,0,0,0.0,0.0,0.3107238056003444
2025-06-05 17:13:49.000,True,0.0,11.8,0.0,Center,0.4854422163365604,Unknown,True,False,9,62,0,0,0.0,0.0,0.6472562884487472
2025-06-05 17:13:49.500,True,0.0,11.8,0.0,Center,0.2755153317962114,Unknown,True,False,29,60,0,0,0.0,0.0,0.3673537757282819
2025-06-05 17:13:50.000,True,0.0,11.8,0.0,Center,0.2364098681747871,Unknown,True,False,50,38,0,0,0.0,0.0,0.3152131575663829
2025-06-05 17:13:50.500,True,0.0,11.8,0.0,Center,0.4369083284780324,Unknown,True,False,10,63,0,0,0.0,0.0,0.5825444379707099
2025-06-05 17:13:51.000,True,0.0,11.8,0.0,Center,0.2332150503789273,Unknown,True,False,130,35,0,0,0.0,0.0,0.3109534005052365
2025-06-05 17:13:51.500,True,0.0,11.8,0.0,Center,0.3052568530966594,Unknown,True,False,115,87,0,0,0.0,0.0,0.4070091374622125
2025-06-05 17:13:52.000,True,2.744186046511628,11.8,0.2325581395348837,Up-Left,0.6,Normal,True,True,8,65,22,82,0.5121561754777962,0.0,0.7122066709912495
2025-06-05 17:13:52.500,True,0.0,11.8,0.0,Center,0.3908197397613709,Unknown,True,False,94,146,0,0,0.0,0.0,0.5210929863484945
2025-06-05 17:13:53.000,True,0.0,11.8,0.0,Center,0.4467062728832014,Unknown,True,False,9,65,0,0,0.0,0.0,0.5956083638442686
2025-06-05 17:13:53.500,True,0.0,11.8,0.0,Center,0.2958098042149695,Unknown,True,False,19,64,0,0,0.0,0.0,0.394413072286626
2025-06-05 17:13:54.000,True,4.05625,11.8,0.34375,Right,0.6,Slightly Dilated,True,True,30,63,12,64,0.5633673867912483,0.0,0.5411954912741158
2025-06-05 17:13:54.500,True,0.0,11.8,0.0,Center,0.2734361099436569,Unknown,True,False,48,36,0,0,0.0,0.0,0.3645814799248759
2025-06-05 17:13:55.000,True,0.0,11.8,0.0,Center,0.3887063731420381,Unknown,True,False,9,66,0,0,0.0,0.0,0.5182751641893842
2025-06-05 17:13:55.500,True,0.0,11.8,0.0,Center,0.2550538933775589,Unknown,True,False,49,35,0,0,0.0,0.0,0.3400718578367452
2025-06-05 17:13:56.000,True,1.7078947368421054,11.8,0.1447368421052631,Up-Left,0.6,Miosis,True,True,110,62,136,102,0.6277294969408717,0.0,0.51413529700759
2025-06-05 17:13:56.500,True,0.0,11.8,0.0,Center,0.328783129146183,Unknown,True,False,47,37,0,0,0.0,0.0,0.438377505528244
2025-06-05 17:13:57.000,True,0.0,11.8,0.0,Center,0.3110741231773116,Unknown,True,False,50,41,0,0,0.0,0.0,0.4147654975697488
2025-06-05 17:13:57.500,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,8,64,0,0,0.0,0.0,0.7085327667661788
2025-06-05 17:13:58.000,True,0.0,11.8,0.0,Center,0.3102102739668144,Unknown,True,False,29,59,0,0,0.0,0.0,0.4136136986224192
2025-06-05 17:13:58.500,True,0.0,11.8,0.0,Center,0.4513856634057562,Unknown,True,False,9,63,0,0,0.0,0.0,0.601847551207675
2025-06-05 17:13:59.000,True,0.0,11.8,0.0,Center,0.3070205119899025,Unknown,True,False,49,37,0,0,0.0,0.0,0.4093606826532034
2025-06-05 17:13:59.500,True,0.0,11.8,0.0,Center,0.4590250345177907,Unknown,True,False,9,67,0,0,0.0,0.0,0.6120333793570543
2025-06-05 17:14:00.000,True,0.0,11.8,0.0,Center,0.4260526639914253,Unknown,True,False,8,69,0,0,0.0,0.0,0.5680702186552338
2025-06-05 17:14:00.500,True,0.0,11.8,0.0,Center,0.2559446395546495,Unknown,True,False,9,69,0,0,0.0,0.0,0.3412595194061993
2025-06-05 17:14:01.000,True,0.0,11.8,0.0,Center,0.2954458483581039,Unknown,True,False,93,136,0,0,0.0,0.0,0.3939277978108051
2025-06-05 17:14:01.500,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,125,111,0,0,0.0,0.0,0.7100736690162005
2025-06-05 17:14:02.000,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,125,111,0,0,0.0,0.0,0.7061719576369252
2025-06-05 17:14:02.500,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,125,118,0,0,0.0,0.0,0.7756966072139
2025-06-05 17:14:03.000,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,159,124,0,0,0.0,0.0,0.7822584550504512
2025-06-05 17:14:03.500,True,0.0,11.8,0.0,Center,0.2337119594213185,Unknown,True,False,204,11,0,0,0.0,0.0,0.3116159458950913
2025-06-05 17:14:04.000,True,0.0,11.8,0.0,Center,0.240046007956581,Unknown,True,False,124,13,0,0,0.0,0.0,0.320061343942108
2025-06-05 17:14:04.500,True,0.0,11.8,0.0,Center,0.2426916881341494,Unknown,True,False,193,68,0,0,0.0,0.0,0.3235889175121992
2025-06-05 17:14:05.000,True,0.0,11.8,0.0,Center,0.2859096447712624,Unknown,True,False,115,85,0,0,0.0,0.0,0.3812128596950165
2025-06-05 17:14:05.500,True,0.0,11.8,0.0,Center,0.3839891192819041,Unknown,True,False,11,59,0,0,0.0,0.0,0.5119854923758722
2025-06-05 17:14:06.000,True,0.0,11.8,0.0,Center,0.3180648718311692,Unknown,True,False,47,35,0,0,0.0,0.0,0.4240864957748924
2025-06-05 17:14:06.500,True,6.145833333333334,11.8,0.5208333333333334,Right,0.6586321597829611,Mydriasis,True,True,96,68,86,66,0.2124591463996993,0.5750817072006014,0.3004073860741408
2025-06-05 17:14:07.000,True,0.0,11.8,0.0,Center,0.2524105581782396,Unknown,True,False,120,16,0,0,0.0,0.0,0.3365474109043194
2025-06-05 17:14:07.500,True,0.0,11.8,0.0,Center,0.2787918423154685,Unknown,True,False,118,17,0,0,0.0,0.0,0.3717224564206247
2025-06-05 17:14:08.000,True,0.0,11.8,0.0,Center,0.2276361278011839,Unknown,True,False,19,85,0,0,0.0,0.0,0.3035148370682452
2025-06-05 17:14:08.500,True,0.0,11.8,0.0,Center,0.3330899421034098,Unknown,True,False,45,68,0,0,0.0,0.0,0.4441199228045464
2025-06-05 17:14:09.000,True,4.79375,11.8,0.40625,Up,0.5037877472074398,Slightly Dilated,True,True,29,56,32,72,0.5087131436281158,0.0,0.3556816208111595
2025-06-05 17:14:09.500,True,0.0,11.8,0.0,Center,0.2371009078678062,Unknown,True,False,28,56,0,0,0.0,0.0,0.3161345438237416
2025-06-05 17:14:10.000,True,0.0,11.8,0.0,Center,0.2252883567761347,Unknown,True,False,120,84,0,0,0.0,0.0,0.300384475701513
2025-06-05 17:14:10.500,True,0.0,11.8,0.0,Center,0.3066377926247189,Unknown,True,False,94,142,0,0,0.0,0.0,0.4088503901662919
2025-06-05 17:14:11.000,True,3.9333333333333336,11.8,0.3333333333333333,Center,0.8727272727272727,Normal,True,True,10,59,10,62,0.0909090909090909,0.8181818181818181,0.6003397252643469
2025-06-05 17:14:11.500,True,0.0,11.8,0.0,Center,0.3035305931278707,Unknown,True,False,93,143,0,0,0.0,0.0,0.4047074575038275
2025-06-05 17:14:12.000,True,0.0,11.8,0.0,Center,0.2675276143540394,Unknown,True,False,107,59,0,0,0.0,0.0,0.3567034858053858
2025-06-05 17:14:12.500,True,0.0,11.8,0.0,Center,0.3517569938036631,Unknown,True,False,92,142,0,0,0.0,0.0,0.4690093250715508
2025-06-05 17:14:13.000,True,0.0,11.8,0.0,Center,0.2527270412798572,Unknown,True,False,45,31,0,0,0.0,0.0,0.3369693883731429
2025-06-05 17:14:13.500,True,0.0,11.8,0.0,Center,0.3049445261725612,Unknown,True,False,45,25,0,0,0.0,0.0,0.4065927015634149
2025-06-05 17:14:14.000,True,0.0,11.8,0.0,Center,0.225506599633223,Unknown,True,False,54,22,0,0,0.0,0.0,0.3006754661776307
2025-06-05 17:14:14.500,True,0.0,11.8,0.0,Center,0.2502370346410414,Unknown,True,False,150,29,0,0,0.0,0.0,0.3336493795213885
2025-06-05 17:14:15.000,True,0.0,11.8,0.0,Center,0.3635264365457925,Unknown,True,False,17,168,0,0,0.0,0.0,0.4847019153943899
2025-06-05 17:14:15.500,True,0.0,11.8,0.0,Center,0.3287420959796466,Unknown,True,False,203,159,0,0,0.0,0.0,0.4383227946395288
2025-06-05 17:14:16.000,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,7,67,0,0,0.0,0.0,0.7573709964687433
2025-06-05 17:14:16.500,True,0.0,11.8,0.0,Center,0.2730411343750082,Unknown,True,False,44,41,0,0,0.0,0.0,0.3640548458333442
2025-06-05 17:14:17.000,True,0.0,11.8,0.0,Center,0.4196962864931189,Unknown,True,False,9,66,0,0,0.0,0.0,0.5595950486574919
2025-06-05 17:14:17.500,True,0.0,11.8,0.0,Center,0.3678438104753755,Unknown,True,False,29,63,0,0,0.0,0.0,0.4904584139671674
2025-06-05 17:14:18.000,True,4.1647058823529415,11.8,0.3529411764705882,Right,0.5246968811881133,Slightly Dilated,True,True,28,63,10,64,0.5302281287447044,0.0,0.3870453217821699
2025-06-05 17:14:18.500,True,0.0,11.8,0.0,Center,0.2562063970485572,Unknown,True,False,21,65,0,0,0.0,0.0,0.3416085293980763
2025-06-05 17:14:19.000,True,0.0,11.8,0.0,Center,0.2282038742063969,Unknown,True,False,117,84,0,0,0.0,0.0,0.3042718322751959
2025-06-05 17:14:19.500,True,0.0,11.8,0.0,Center,0.414683757094903,Unknown,True,False,94,148,0,0,0.0,0.0,0.5529116761265374
2025-06-05 17:14:20.000,True,0.0,11.8,0.0,Center,0.2271572410143841,Unknown,True,False,191,60,0,0,0.0,0.0,0.3028763213525122
2025-06-05 17:14:20.500,True,0.0,11.8,0.0,Center,0.4146837517697145,Unknown,True,False,94,148,0,0,0.0,0.0,0.552911669026286
2025-06-05 17:14:21.000,True,2.03448275862069,11.8,0.1724137931034483,Down,0.6,Normal,True,True,93,148,92,104,0.7588165891263926,0.0,0.5044305166258621
2025-06-05 17:14:21.500,True,0.0,11.8,0.0,Center,0.37832289209287,Unknown,True,False,97,149,0,0,0.0,0.0,0.5044305227904934
2025-06-05 17:14:22.000,True,3.2777777777777777,11.8,0.2777777777777777,Up-Right,0.8505160008333412,Normal,True,True,8,68,4,70,0.1242259987499883,0.7515480025000234,0.5366379751033804
2025-06-05 17:14:22.500,True,0.0,11.8,0.0,Center,0.2546899954564355,Unknown,True,False,65,44,0,0,0.0,0.0,0.3395866606085806
2025-06-05 17:14:23.000,True,0.0,11.8,0.0,Center,0.4548181578910168,Unknown,True,False,9,69,0,0,0.0,0.0,0.6064242105213559
2025-06-05 17:14:23.500,True,0.0,11.8,0.0,Center,0.3908457797875163,Unknown,True,False,48,41,0,0,0.0,0.0,0.5211277063833551
2025-06-05 17:14:24.000,True,0.0,11.8,0.0,Center,0.2858237939614191,Unknown,True,False,28,66,0,0,0.0,0.0,0.3810983919485588
2025-06-05 17:14:24.500,True,0.0,11.8,0.0,Center,0.4611720419029086,Unknown,True,False,10,168,0,0,0.0,0.0,0.6148960558705449
2025-06-05 17:14:25.000,True,0.0,11.8,0.0,Center,0.2252219522694001,Unknown,True,False,43,43,0,0,0.0,0.0,0.3002959363592001
2025-06-05 17:14:25.500,True,0.0,11.8,0.0,Center,0.423163004900067,Unknown,True,False,14,168,0,0,0.0,0.0,0.564217339866756
2025-06-05 17:14:26.000,True,0.0,11.8,0.0,Center,0.2455652977439146,Unknown,True,False,115,80,0,0,0.0,0.0,0.3274203969918862
2025-06-05 17:14:26.500,True,0.0,11.8,0.0,Center,0.2746085488299953,Unknown,True,False,28,65,0,0,0.0,0.0,0.366144731773327
2025-06-05 17:14:27.000,True,0.0,11.8,0.0,Center,0.4252817549390368,Unknown,True,False,47,41,0,0,0.0,0.0,0.5670423399187158
2025-06-05 17:14:27.500,True,0.0,11.8,0.0,Center,0.3818002972491663,Unknown,True,False,96,142,0,0,0.0,0.0,0.5090670629988885
2025-06-05 17:14:28.000,True,0.0,11.8,0.0,Center,0.2276869101907013,Unknown,True,False,21,62,0,0,0.0,0.0,0.3035825469209351
2025-06-05 17:14:28.500,True,0.0,11.8,0.0,Center,0.4561181017176712,Unknown,True,False,10,156,0,0,0.0,0.0,0.6081574689568949
2025-06-05 17:14:29.000,True,0.0,11.8,0.0,Center,0.3130460467996562,Unknown,True,False,44,35,0,0,0.0,0.0,0.4173947290662083
2025-06-05 17:14:29.500,True,0.0,11.8,0.0,Center,0.239252811003403,Unknown,True,False,26,61,0,0,0.0,0.0,0.3190037480045373
2025-06-05 17:14:30.000,True,0.0,11.8,0.0,Center,0.2877538520857418,Unknown,True,False,199,158,0,0,0.0,0.0,0.3836718027809891
2025-06-05 17:14:30.500,True,0.0,11.8,0.0,Center,0.4763868956096136,Unknown,True,False,10,64,0,0,0.0,0.0,0.6351825274794849
2025-06-05 17:14:31.000,True,0.0,11.8,0.0,Center,0.3526954143730459,Unknown,True,False,30,61,0,0,0.0,0.0,0.4702605524973945
2025-06-05 17:14:31.500,True,0.0,11.8,0.0,Center,0.3198610577031094,Unknown,True,False,44,39,0,0,0.0,0.0,0.4264814102708126
2025-06-05 17:14:32.000,True,0.0,11.8,0.0,Center,0.2752588054653834,Unknown,True,False,22,43,0,0,0.0,0.0,0.3670117406205112
2025-06-05 17:14:32.500,True,0.0,11.8,0.0,Center,0.3727309808799305,Unknown,True,False,94,146,0,0,0.0,0.0,0.4969746411732407
2025-06-05 17:14:33.000,True,0.0,11.8,0.0,Center,0.4290834341718333,Unknown,True,False,13,168,0,0,0.0,0.0,0.5721112455624445
2025-06-05 17:14:33.500,True,2.95,11.8,0.25,Up,0.4809253863923577,Normal,True,True,119,80,128,118,0.6101757559302073,0.0,0.3213880795885365
2025-06-05 17:14:34.000,True,1.873015873015873,11.8,0.1587301587301587,Down-Left,0.5651216272210897,Miosis,True,True,99,145,118,102,0.746200588796391,0.0,0.4476824408316345
2025-06-05 17:14:34.500,True,2.860606060606061,11.8,0.2424242424242424,Up-Left,0.6010510557722513,Normal,True,True,119,81,130,100,0.3326439151530326,0.3347121696939349,0.3342204988114093
2025-06-05 17:14:35.000,True,0.0,11.8,0.0,Center,0.5,Unknown,True,False,9,68,0,0,0.0,0.0,0.7321286141053344
2025-06-05 17:14:35.500,True,0.0,11.8,0.0,Center,0.3465733732310052,Unknown,True,False,205,159,0,0,0.0,0.0,0.4620978309746735
2025-06-05 17:14:36.000,True,0.0,11.8,0.0,Center,0.312356019701933,Unknown,True,False,192,61,0,0,0.0,0.0,0.4164746929359106
2025-06-05 17:14:36.500,True,0.0,11.8,0.0,Center,0.432943296521077,Unknown,True,False,9,68,0,0,0.0,0.0,0.5772577286947693
2025-06-05 17:14:37.000,True,0.0,11.8,0.0,Center,0.3373644108488245,Unknown,True,False,47,39,0,0,0.0,0.0,0.4498192144650993
2025-06-05 17:14:37.500,True,0.0,11.8,0.0,Center,0.4564096194672502,Unknown,True,False,11,148,0,0,0.0,0.0,0.6085461592896669
2025-06-05 17:14:38.000,True,0.0,11.8,0.0,Center,0.2627213619578273,Unknown,True,False,27,65,0,0,0.0,0.0,0.3502951492771031
2025-06-05 17:14:38.500,True,0.0,11.8,0.0,Center,0.3343332614187445,Unknown,True,False,119,61,0,0,0.0,0.0,0.4457776818916594
2025-06-05 17:14:39.000,True,0.0,11.8,0.0,Center,0.4179112035127442,Unknown,True,False,99,146,0,0,0.0,0.0,0.5572149380169923
2025-06-05 17:14:39.500,True,0.0,11.8,0.0,Center,0.2408298840303498,Unknown,True,False,125,84,0,0,0.0,0.0,0.3211065120404665
2025-06-05 17:14:40.000,True,0.0,11.8,0.0,Center,0.3627652869487364,Unknown,True,False,44,39,0,0,0.0,0.0,0.4836870492649818
2025-06-05 17:14:40.500,True,0.0,11.8,0.0,Center,0.2894378281535799,Unknown,True,False,45,39,0,0,0.0,0.0,0.3859171042047732
2025-06-05 17:14:41.000,True,0.0,11.8,0.0,Center,0.49105615824011,Unknown,True,False,9,68,0,0,0.0,0.0,0.6547415443201468
2025-06-05 17:14:41.500,True,0.0,11.8,0.0,Center,0.3254625451506076,Unknown,True,False,85,40,0,0,0.0,0.0,0.4339500602008102
2025-06-05 17:14:42.000,True,1.539130434782609,11.8,0.1304347826086956,Down-Left,0.6,Miosis,True,True,97,147,134,104,0.8221364987642222,0.0,0.5289585408594152
