timestamp,heart_rate
2025-06-07 11:51:07,79
2025-06-07 11:51:10,79
2025-06-07 11:51:19,76
2025-06-07 11:51:20,76
2025-06-07 11:51:29,75
2025-06-07 11:51:34,75
2025-06-07 11:51:37,75
2025-06-07 11:51:40,75
2025-06-07 11:51:45,76
2025-06-07 11:51:54,77
2025-06-07 11:51:55,77
2025-06-07 11:52:00,77
2025-06-07 11:52:07,75
2025-06-07 11:52:14,72
2025-06-07 11:52:15,72
2025-06-07 11:52:22,72
2025-06-07 11:52:27,72
2025-06-07 11:52:31,72
2025-06-07 11:52:35,73
2025-06-07 11:52:43,83
2025-06-07 11:52:46,81
2025-06-07 11:52:53,77
2025-06-07 11:52:58,79
2025-06-07 11:53:04,75
2025-06-07 11:53:07,76
2025-06-07 11:53:11,76
2025-06-07 11:53:19,75
2025-06-07 11:53:22,74
2025-06-07 11:53:29,75
2025-06-07 11:53:30,75
2025-06-07 11:53:39,73
2025-06-07 11:53:40,73
2025-06-07 11:53:47,74
2025-06-07 11:53:54,76
2025-06-07 11:53:58,76
2025-06-07 11:54:00,77
2025-06-07 11:54:09,79
2025-06-07 11:54:11,78
2025-06-07 11:54:19,77
2025-06-07 11:54:21,77
2025-06-07 11:54:25,77
2025-06-07 11:54:33,74
2025-06-07 11:54:37,75
2025-06-07 11:54:42,75
2025-06-07 11:54:46,77
2025-06-07 11:54:52,74
2025-06-07 11:54:55,75
2025-06-07 11:55:00,74
2025-06-07 11:55:08,75
2025-06-07 11:55:14,73
2025-06-07 11:55:19,74
2025-06-07 11:55:20,75
2025-06-07 11:55:27,74
2025-06-07 11:55:34,73
2025-06-07 11:55:35,74
2025-06-07 11:55:41,75
2025-06-07 11:55:47,76
