timestamp,heart_rate
2025-06-07 11:30:09,75
2025-06-07 11:30:14,74
2025-06-07 11:30:18,73
2025-06-07 11:30:24,80
2025-06-07 11:30:29,78
2025-06-07 11:30:34,76
2025-06-07 11:30:38,74
2025-06-07 11:30:43,73
2025-06-07 11:30:47,72
2025-06-07 11:30:52,74
2025-06-07 11:30:59,71
2025-06-07 11:31:02,69
2025-06-07 11:31:05,68
2025-06-07 11:31:12,71
2025-06-07 11:31:16,72
2025-06-07 11:31:20,72
2025-06-07 11:31:28,70
2025-06-07 11:31:33,68
2025-06-07 11:31:39,73
2025-06-07 11:31:41,73
2025-06-07 11:31:45,72
2025-06-07 11:31:53,70
2025-06-07 11:31:56,70
2025-06-07 11:32:00,70
2025-06-07 11:32:05,70
2025-06-07 11:32:14,69
2025-06-07 11:32:17,69
2025-06-07 11:32:20,69
2025-06-07 11:32:27,69
2025-06-07 11:32:31,68
2025-06-07 11:32:37,69
2025-06-07 11:32:40,69
2025-06-07 11:32:45,72
2025-06-07 11:32:50,77
2025-06-07 11:32:59,76
2025-06-07 11:33:04,76
2025-06-07 11:33:09,73
2025-06-07 11:33:14,73
2025-06-07 11:33:18,72
2025-06-07 11:33:21,72
2025-06-07 11:33:28,71
2025-06-07 11:33:34,71
2025-06-07 11:33:36,71
2025-06-07 11:33:44,70
2025-06-07 11:33:49,70
2025-06-07 11:33:50,70
2025-06-07 11:33:59,71
2025-06-07 11:34:00,71
2025-06-07 11:34:06,71
2025-06-07 11:34:11,76
2025-06-07 11:34:15,74
2025-06-07 11:34:24,71
2025-06-07 11:34:29,71
2025-06-07 11:34:31,71
2025-06-07 11:34:35,71
2025-06-07 11:34:40,72
2025-06-07 11:34:45,71
2025-06-07 11:34:53,71
2025-06-07 11:34:55,71
2025-06-07 11:35:02,77
2025-06-07 11:35:09,75
2025-06-07 11:35:13,74
2025-06-07 11:35:18,75
2025-06-07 11:35:20,75
2025-06-07 11:35:29,73
2025-06-07 11:35:30,73
2025-06-07 11:35:37,72
2025-06-07 11:35:43,71
2025-06-07 11:35:48,70
2025-06-07 11:35:53,69
2025-06-07 11:35:57,70
2025-06-07 11:36:03,70
2025-06-07 11:36:05,70
2025-06-07 11:36:12,71
2025-06-07 11:36:15,70
2025-06-07 11:36:20,74
2025-06-07 11:36:28,72
2025-06-07 11:36:34,73
2025-06-07 11:36:37,73
2025-06-07 11:36:43,73
2025-06-07 11:36:45,73
2025-06-07 11:36:51,75
2025-06-07 11:36:55,76
2025-06-07 11:37:04,75
2025-06-07 11:37:08,75
2025-06-07 11:37:10,75
2025-06-07 11:37:16,73
2025-06-07 11:37:22,73
2025-06-07 11:37:27,72
2025-06-07 11:37:34,71
2025-06-07 11:37:39,71
2025-06-07 11:37:42,70
2025-06-07 11:37:49,71
2025-06-07 11:37:53,70
2025-06-07 11:37:59,74
2025-06-07 11:38:04,73
2025-06-07 11:38:09,73
2025-06-07 11:38:14,72
2025-06-07 11:38:15,72
2025-06-07 11:38:22,73
2025-06-07 11:38:26,73
2025-06-07 11:38:31,73
2025-06-07 11:38:35,75
2025-06-07 11:38:42,72
2025-06-07 11:38:49,73
2025-06-07 11:38:51,73
2025-06-07 11:38:56,74
2025-06-07 11:39:02,74
2025-06-07 11:39:09,75
2025-06-07 11:39:10,75
2025-06-07 11:39:19,80
2025-06-07 11:39:23,81
2025-06-07 11:39:29,80
2025-06-07 11:39:33,80
2025-06-07 11:39:35,80
2025-06-07 11:39:40,79
2025-06-07 11:39:49,77
2025-06-07 11:39:51,77
2025-06-07 11:39:58,77
2025-06-07 11:40:03,80
2025-06-07 11:40:09,76
2025-06-07 11:40:13,76
2025-06-07 11:40:19,75
2025-06-07 11:40:22,76
2025-06-07 11:40:29,72
2025-06-07 11:40:34,75
2025-06-07 11:40:35,74
2025-06-07 11:40:43,72
2025-06-07 11:40:47,72
2025-06-07 11:40:53,73
2025-06-07 11:40:59,72
2025-06-07 11:41:00,72
2025-06-07 11:41:07,72
2025-06-07 11:41:14,73
2025-06-07 11:41:17,72
2025-06-07 11:41:24,73
2025-06-07 11:41:25,73
2025-06-07 11:41:31,73
2025-06-07 11:41:36,74
2025-06-07 11:41:40,76
2025-06-07 11:41:45,75
2025-06-07 11:41:53,81
2025-06-07 11:41:59,78
2025-06-07 11:42:02,77
2025-06-07 11:42:05,77
2025-06-07 11:42:12,74
2025-06-07 11:42:17,74
2025-06-07 11:42:22,73
2025-06-07 11:42:26,73
2025-06-07 11:42:33,72
2025-06-07 11:42:37,72
2025-06-07 11:42:44,71
2025-06-07 11:42:47,71
2025-06-07 11:42:50,71
2025-06-07 11:42:55,72
2025-06-07 11:43:00,74
2025-06-07 11:43:09,76
2025-06-07 11:43:14,76
2025-06-07 11:43:18,77
2025-06-07 11:43:24,77
2025-06-07 11:43:25,76
2025-06-07 11:43:32,78
2025-06-07 11:43:35,78
2025-06-07 11:43:43,79
2025-06-07 11:43:49,77
2025-06-07 11:43:50,76
2025-06-07 11:43:55,76
2025-06-07 11:44:02,74
2025-06-07 11:44:07,73
2025-06-07 11:44:10,74
2025-06-07 11:44:18,80
2025-06-07 11:44:20,81
2025-06-07 11:44:29,75
2025-06-07 11:44:33,75
2025-06-07 11:44:38,75
2025-06-07 11:44:44,77
2025-06-07 11:44:47,77
2025-06-07 11:44:50,77
2025-06-07 11:44:57,83
2025-06-07 11:45:01,81
2025-06-07 11:45:07,80
2025-06-07 11:45:10,78
2025-06-07 11:45:19,76
2025-06-07 11:45:20,78
2025-06-07 11:45:28,75
2025-06-07 11:45:32,76
2025-06-07 11:45:39,73
2025-06-07 11:45:40,73
2025-06-07 11:45:49,72
2025-06-07 11:45:50,72
2025-06-07 11:45:59,72
2025-06-07 11:46:00,72
2025-06-07 11:46:06,72
2025-06-07 11:46:12,73
2025-06-07 11:46:16,72
2025-06-07 11:46:20,74
2025-06-07 11:46:25,73
2025-06-07 11:46:33,75
2025-06-07 11:46:36,75
2025-06-07 11:46:44,87
2025-06-07 11:46:46,88
2025-06-07 11:46:54,78
2025-06-07 11:46:56,79
2025-06-07 11:47:04,76
2025-06-07 11:47:07,76
2025-06-07 11:47:10,77
2025-06-07 11:47:18,78
2025-06-07 11:47:21,79
2025-06-07 11:47:28,78
2025-06-07 11:47:30,78
2025-06-07 11:47:39,85
2025-06-07 11:47:40,85
2025-06-07 11:47:48,82
2025-06-07 11:47:50,81
2025-06-07 11:47:56,81
2025-06-07 11:48:02,78
2025-06-07 11:48:09,76
2025-06-07 11:48:12,76
2025-06-07 11:48:15,77
2025-06-07 11:48:24,75
2025-06-07 11:48:26,74
2025-06-07 11:48:32,74
2025-06-07 11:48:35,75
2025-06-07 11:48:44,79
2025-06-07 11:48:47,81
2025-06-07 11:48:54,76
2025-06-07 11:48:57,76
2025-06-07 11:49:00,75
2025-06-07 11:49:08,76
2025-06-07 11:49:14,73
2025-06-07 11:49:17,73
2025-06-07 11:49:22,73
2025-06-07 11:49:26,73
2025-06-07 11:49:34,73
2025-06-07 11:49:35,73
2025-06-07 11:49:44,74
2025-06-07 11:49:49,75
2025-06-07 11:49:50,75
2025-06-07 11:49:57,75
2025-06-07 11:50:04,73
2025-06-07 11:50:05,73
2025-06-07 11:50:14,75
2025-06-07 11:50:16,75
2025-06-07 11:50:24,74
2025-06-07 11:50:25,73
2025-06-07 11:50:30,74
2025-06-07 11:50:39,73
2025-06-07 11:50:43,73
2025-06-07 11:50:49,72
2025-06-07 11:50:53,73
2025-06-07 11:50:55,73
2025-06-07 11:51:03,79
